0,1,2
DetailsOfCompanySecretarySigningFinancialStatementsAbstract,Company Secretary should be associated with the company as on date of signing of balance sheet.,
NameOfCompanySecretary,,
PermanentAccountNumberOfCompanySecretary,Should be different from the PAN of company and auditor. Should be valid PAN as per Income_tax_PAN format.,
DateOfSigningOfFinancialStatementsByCompanySecretary,"Should be less than or equal to system date.
Should be greater than or equal to DateOfBoardMeetingWhenFinalAccountsWereApproved",
DetailsOfChiefFinancialOfficerFinancialStatementsAbstract,,
NameOfChiefFinancialOfficer,,
PermanentAccountNumberOfChiefFinancialOfficer,Should be different from the PAN of company and Auditor. Should be valid PAN as per Income_tax_PAN  format. Should be associated with the company on the date of signing balance sheet,
DateOfSigningOfFinancialStatementsByChiefFinancialOfficer,"Should be less than or equal to system date.
Should be greater than or equal to DateOfBoardMeetingWhenFinalAccountsWereApproved",
DetailsOfManagerSigningFinancialStatementsAbstract,,
DetailsOfManagerSigningFinancialStatementsTable,,
ManagerSigningFinancialStatementsAxis,,
DetailsOfManagerSigningFinancialStatementsLineItems,Manager should be associated with the company as on date of signing of balance sheet by that manager.,
NameOfManagerAbstract,,
FirstNameOfManager,,
SecondNameOfManager,,
LastNameOfManager,,
PermanentAccountNumberOfManager,Should be different from the PAN of company and Auditor. PAN of manager entered in repetitive tuple elements should be unique. Should be valid PAN as per Income_tax_PAN  format.,
DateOfSigningOfFinancialStatementsByManager,"Should be less than or equal to system date.
Should be greater than or equal to DateOfBoardMeetingWhenFinalAccountsWereApproved",
[400400] Disclosures - Directors report,,
name,,
DisclosureInBoardOfDirectorsReportExplanatoryTextBlock,This is a mandatory field.,
DescriptionOfStateOfCompaniesAffair,This is a mandatory field,
DisclosureRelatingToAmountsIfAnyWhichIsProposedToCarryToAnyReserves,This is a mandatory field,
DisclosuresRelatingToAmountRecommendedToBePaidAsDividend,This is a mandatory field,
DetailsRegardingEnergyConservation,This is a mandatory field,
DetailsRegardingTechnologyAbsorption,This is a mandatory field,
DetailsRegardingForeignExchangeEarningsAndOutgo,This is a mandatory field,
DetailsOfMaterialChangesAndCommitmentOccurredDuringPeriodAffectingFinancialPositionOfCompany,This is a mandatory field,
DisclosuresInDirectorsResponsibilityStatement,This is a mandatory field,
DirectorsCommentOnAuditorsQualificationsReservationsAdverseRemarksInAuditorsReportTable,This table is Mandatory,
DisclosuresRelatingToEmployeeStockOptionSchemeExplanatoryTextBlock,,
DisclosuresRelatingToEmployeeStockOptionSchemeAbstract,,
DisclosuresRelatingToEmployeeStockOptionSchemeTable,,
CategoriesOfEmployeeStockOptionSchemeAxis,,
DisclosuresRelatingToEmployeeStockOptionSchemeLineItems,,
OptionsGranted,Should be greater than or equal to zero,
PricingFormula,,
OptionsVested,Should be greater than or equal to zero,
OptionsExercised,Should be greater than or equal to zero,
TotalNumberOfSharesArisingAsResultOfExerciseOfOption,Should be greater than or equal to zero,
OptionsLapsed,Should be greater than or equal to zero,
VariationOfTermsOfOptions,,
MoneyRealisedByExerciseOfOptions,,
TotalNumberOfOptionsInForce,Should be greater than or equal to zero,
EmployeeWiseDetailsOfOptionsGrantedAbstract,,
OptionsGrantedToSeniorManagerialPersonnel,Should be greater than or equal to zero,
OptionsGrantedToEmployeeReceivingGrantOfMoreThanFivePerCentOfOption,Should be greater than or equal to zero,
OptionsGrantedToIdentifiedEmployeesReceivingGrantExceedingOnePerCentOfIssuedCapital,Should be greater than or equal to zero,
DilutedEarningPerSharePursuantToIssueOfSharesOnExerciseOfOption,,
DifferenceOfUsingIntrinsicValueOfStockOptionsAsAgainstFairValueOfStockOptionsInComputingEmployeeCompensationCost,,
ImpactOnProfitsOfUsingIntrinsicValueOfStockOptionsAsAgainstFairValueOfStockOptionsInComputingEmployeeCompensationCost,,
ImpactOnEarningsPerShareOfUsingIntrinsicValueOfStockOptionsAsAgainstFairValueOfStockOptionsInComputingEmployeeCompensationCost,,
DetailsOfOptionsWhoseExercisePriceEqualsOrExceedsOrIsLessThanMarketPriceAbstract,,
WeightedAverageExercisePricesOfOptionsWhoseExercisePriceEqualsOrExceedsOrIsLessThanMarketPrice,Should be greater than or equal to zero,
WeightedAverageFairValuesOfOptionsWhoseExercisePriceEqualsOrExceedsOrIsLessThanMarketPrice,Should be greater than or equal to zero,
DescriptionOfMethodsAndSignificantAssumptionsUsedToEstimateFairValueOfOptions,,
WeightedAverageInformationUsedInEstimatingFairValueOfOptionsAbstract,,
RiskFreeInterestRate,Should be greater than or equal to zero. ,
ExpectedLife,Should be greater than or equal to zero,
ExpectedVolatility,Should be greater than or equal to zero,
ExpectedDividends,Should be greater than or equal to zero,
MarketPriceOfUnderlyingShare,,
ImpactOnProfitsOnFollowingAccountingPoliciesSpecifiedInScheduleIOfSEBIGuidelines,,
ImpactOnEarningsPerShareOnFollowingAccountingPoliciesSpecifiedInScheduleIOfSEBIGuidelines,,
DisclosuresRelatingToEmployeeStockPurchaseSchemeExplanatoryTextBlock,,
DisclosuresRelatingToEmployeeStockPurchaseSchemeAbstract,,
DisclosuresRelatingToEmployeeStockPurchaseSchemeTable,,
CategoriesOfEmployeeStockPurchaseSchemeAxis,,
DisclosuresRelatingToEmployeeStockPurchaseSchemeLineItems,,
NumberOfSharesIssuesInEmployeeStockPurchaseScheme,Should be greater than or equal to zero,
PriceAtWhichSharesAreIssued,Should be greater than or equal to zero,
EmployeeWiseDetailsOfSharesIssuedAbstract,,
SharesIssuedToSeniorManagerialPersonnel,Should be greater than or equal to zero,
SharesIssuedToEmployeeReceivingMoreThanFivePerCentOfSharesIssued,Should be greater than or equal to zero,
SharesIssuedToIdentifiedEmployeesExceedingOnePerCentOfIssuedCapital,Should be greater than or equal to zero,
DilutedEarningPerSharePursuantToIssueOfSharesUnderEmployeeStockPurchaseScheme,,
ConsiderationReceivedAgainstIssuanceOfShares,,
DateOfBoardOfDirectorsMeetingInWhichBoardReportReferredToUnderSection134WasApproved,Should be less than or equal to system date. Should be greater than or equal to 'DateOfBoardMeetingWhenFinalAccountsWereApproved',
DetailsOfSignatoriesOfBoardReportAbstract,,
DetailsOfDirectorsSigningBoardReportTable,This ia a mandatory table. All Details of atleast one director should be entered. Director should be associated with the company as on date of signing of Board Report by that director.,
DirectorsSigningBoardReportAxis,,
DetailsOfDirectorsSigningBoardReportLineItems,,
NameOfDirectorSigningBoardReportAbstract,Name should be based on DIN in any order,
FirstNameOfDirector,,
MiddleNameOfDirector,,
LastNameOfDirector,,
DesignationOfDirector,,
DirectorIdentificationNumberOfDirector,Should be valid DIN. DIN entered in repetitive diemsnion members should be unique.,
DateOfSigningBoardReport,Should be less than or equal to system date. Should be greater than or equal to 'DateOfBoardOfDirectorsMeetingInWhichBoardReportReferredToUnderSection134WasApproved',
ParticularsOfLoansGuaranteeInvestmentUnderSection186TextBlock,This item is mandatory,
ParticularsOfContractsArrangementsWithRelatedPartiesUnderSubSection1OfSection188TextBlock,This item is mandatory,
DetailsOfContractsArrangementsTransactionsNotAtArmsLengthBasisAbstract,,
WhetherThereAreContractsArrangementsTransactionsNotAtArmsLengthBasis,This item is mandatory,
DetailsOfContractsArrangementsTransactionsNotAtArmsLengthBasisTable,This table is mandatory if Yes is selected in “WheterThereAreContractsArrangementsTransactionsNotAtArmsLength” ,
ContractsArrangementsTransactionsNotAtArmsLengthBasisAxis,,
DetailsOfContractsArrangementsTransactionsNotAtArmsLengthBasisLineItems,,
NameOfRelatedParty,,
NatureOfRelatedPartyRelationship,,
DescriptionOfNatureOfContractsArrangementsTransactionsWithRelatedParty,,
DurationOfContractsArrangementsTransactionsWithRelatedParty,,
DatesOfApprovalOfContractsArrangementsTransactionsWithRelatedPartyByBoard,,
AmountPaidAsAdvancesIfAnyForContractsArrangementsTransactionsWithRelatedParty,,
DatesOnWhichSpecialResolutionPassedInGeneralMeetingForContractsArrangementsTransactionsWithRelatedPartyRequiredBySection188OfCompaniesAct2013,,
DetailsOfMaterialContractsArrangementsTransactionsAtArmsLengthBasisAbstract,,
WhetherThereAreMaterialContractsArrangementsTransactionsAtArmsLengthBasis,This item is mandatory,
DetailsOfMaterialContractsArrangementsTransactionsAtArmsLengthBasisTable,This table is mandatory if Yes is selected in “WhetherThereAreContractsArrangementsTransactionsAtArmslengthbasis”,
MaterialContractsArrangementsTransactionsAtArmsLengthBasisAxis,,
DetailsOfMaterialContractsArrangementsTransactionsAtArmsLengthBasisLineItems,,
NameOfRelatedParty,,
NatureOfRelatedPartyRelationship,,
DescriptionOfNatureOfMaterialContractsArrangementsTransactionsWithRelatedParty,,
DurationOfMaterialContractsArrangementsTransactionsWithRelatedParty,,
DatesOfApprovalOfMaterialContractsArrangementsTransactionsWithRelatedPartyByBoard,,
WhetherApprovalTakenFromBoardForMaterialContractsorArrangementsorTransactionsWithRelatedParty,,
AmountPaidAsAdvancesIfAnyForMaterialContractsArrangementsTransactionsWithRelatedParty,,
DetailsOfStatementIndicatingMannerInWhichFormalAnnualEvaluationMadeByBoardOfItsPerformanceAndOfItsCommitteesAndIndividualDirectorsTextBlock,,
NumberOfMeetingsOfBoard,This item is mandatory. It should be equal to or greater than zero,
DisclosureOfExtractOfAnnualReturnAsProvidedUnderSubSection3OfSection92TextBlock,This item is mandatory,
DisclosureOfStatementOnDeclarationGivenByIndependentDirectorsUnderSubSection6OfSection149TextBlock,This item is mandatory. ,
DisclosureForCompaniesCoveredUnderSubSection1OfSection178OnDirectorsAppointmentAndRemunerationIncludingOtherMattersProvidedUnderSubSection3OfSection178TextBlock,This item is mandatory,
DetailsRegardingAuditorsQualificationsReservationsAdverseRemarksInAuditorsReportAbstract,,
DetailsRegardingAuditorsQualificationsReservationsAdverseRemarksInAuditorsReportTable,"This table is mandatory if ""WhetherAuditorsReportHasBeenQualifiedOrHasAnyReservationsOrContainsAdverseRemarks"" is Yes",
AuditorsQualificationsReservationsAdverseRemarksInAuditorsReportAxis,,
DetailsRegardingAuditorsQualificationsReservationsAdverseRemarksInAuditorsReportLineItems,,
AuditorsQualificationsReservationsAdverseRemarksInAuditorsReport,,
CompanySecretaryQualificationOrObservationOrOtherRemarksInSecretarialAuditReport,,
DetailsRegardingCompanySecretaryQualificationOrObservationOrOtherRemarksInSecretarialAuditReportAbstract,,
DetailsRegardingCompanySecretaryQualificationOrObservationOrOtherRemarksInSecretarialAuditReportTable,"This item will be mandatory if Yes is selected in ""WhetherSecretarialAuditReportHasBeenQualifiedOrHasAnyObservationOrOtherRemarks""",
CompanySecretaryQualificationOrObservationOrOtherRemarksInSecretarialAuditReportAxis,,
DetailsRegardingCompanySecretaryQualificationOrObservationOrOtherRemarksInSecretarialAuditReportLineItems,,
CompanySecretaryQualificationOrObservationOrOtherRemarksInSecretarialAuditReport,,
DirectorsCommentOnCompanySecretaryQualificationOrObservationOrOtherRemarksInSecretarialAuditReport,,
DisclosureOfStatementOnDevelopmentAndImplementationOfRiskManagementPolicyTextBlock,This item is mandatory,
DetailsOnPolicyDevelopmentAndImplementationByCompanyOnCorporateSocialResponsibilityInitiativesTakenDuringYearTextBlock,This item is mandatory,
DisclosureAsPerSubRule5OfRule8OfCompaniesAccountsRules2014TextBlock,,
DisclosureOfFinancialSummaryOrHighlightsTextBlock,This item is mandatory,
DisclosureOfChangeInNatureOfBusinessTextBlock,This item is mandatory,
DetailsOfDirectorsOrKeyManagerialPersonnelsWhoWereAppointedOrHaveResignedDuringYearTextBlock,This item is mandatory,
DisclosureOfCompaniesWhichHaveBecomeOrCeasedToBeItsSubsidiariesJointVenturesOrAssociateCompaniesDuringYearTextBlock,This item is mandatory,
DetailsRelatingToDepositsCoveredUnderChapterVOfCompaniesActTextBlock,This item is mandatory,
DepositsAcceptedDuringYear,,
DepositsRemainedUnpaidOrUnclaimedAtEndOfYear,,
AmountOfDefaultInRepaymentOfDepositsOrPaymentOfInterestThereonBeginningOfYear,,
MaximumAmountOfDefaultInRepaymentOfDepositsOrPaymentOfInterestThereonDuringYear,,
AmountOfDefaultInRepaymentOfDepositsOrPaymentOfInterestThereonEndOfYear,,
NumberOfCasesOfDefaultInRepaymentOfDepositsOrPaymentOfInterestThereonBeginningOfYear,,
MaximumNumberOfCasesOfDefaultInRepaymentOfDepositsOrPaymentOfInterestThereonDuringYear,,
NumberOfCasesOfDefaultInRepaymentOfDepositsOrPaymentOfInterestThereonEndOfYear,,
DetailsOfDepositsWhichAreNotInComplianceWithRequirementsOfChapterVOfCompaniesActTextBlock,This item is Mandatory,
DetailsOfSignificantAndMaterialOrdersPassedByRegulatorsOrCourtsOrTribunalsImpactingGoingConcernStatusAndCompanysOperationsInFutureTextBlock,This item is Mandatory,
DetailsRegardingAdequacyOfInternalFinancialControlsWithReferenceToFinancialStatementsTextBlock,This item is Mandatory,
DisclosureOfContentsOfCorporateSocialResponsibilityPolicyTextBlock,,
DisclosureOfReasonsIfCompanyFailsToSpendPrescribedAmountOnCSR,"Shall be mandatory, if AmountUnspentCSR is greater than zero.",
DisclosureOfOtherReasonsIfCompanyFailsToSpendPrescribedAmountOnCSR,Shall be mandatory in case ‘Others’ is selected in “DisclosureOfReasonsIfCompanyFailsToSpendPrescribedAmountOnCSR”,
DisclosureOfAppointmentAndRemunerationOfManagerialPersonnelsTextBlock,This item is Mandatory,
DetailsOfManagerialPersonnelsRemunerationAbstract,,
DetailsOfManagerialPersonnelsRemunerationTable,,
ManagerialPersonnelsRemunerationAxis,,
DetailsOfManagerialPersonnelsRemunerationLineItems,,
NameOfManagerialPersonnel,,
RatioOfRemunerationOfDirectorToMedianOfRemunerationOfEmployeesForFinancialYear,,
PercentageIncreaseInManagerialPersonnelsRemunerationInFinancialYear,,
PercentageIncreaseInMedianRemunerationOfEmployeesInFinancialYear,,
NumberOfPermanentEmployeesOnRollsOfCompany,,
ExplanationOnRelationshipBetweenAverageIncreaseInRemunerationAndCompanyPerformance,,
DetailsOfComparisonOfRemunerationOfKeyManagerialPersonnelsAgainstPerformanceOfCompanyTextBlock,,
DetailsOfVariationsInMarketCapitalisationOfCompanyTextBlock,,
DetailsOfAveragePercentileIncreaseInSalariesOfEmployeesOtherThanManagerialPersonnelsInLastFinancialYearAndItsComparisonWithPercentileIncreaseInManagerialRemunerationTextBlock,,
DetailsOfComparisonOfEachRemunerationOfKeyManagerialPersonnelsAgainstPerformanceOfCompanyTextBlock,,
DetailsOfKeyParametersForAnyVariableComponentOfRemunerationAvailedByDirectorsTextBlock,,
RatioOfRemunerationOfHighestPaidDirectorToEmployeesWhoAreNotDirectorsButReceiveRemunerationInExcessOfHighestPaidDirectorDuringYear,,
StatementThatRemunerationIsAsPerRemunerationPolicyOfCompany,,
StatementShowingDetailsOfEmployeesOfCompanyUnderSubRule2And3OfRule5OfCompaniesAppointmentAndRemunerationOfManagerialPersonnelsRules2014TextBlock,,
DisclosureRegardingIssueOfSweatEquitySharesTextBlock,,
ClassOfDirectorOrEmployeeToWhomSweatEquitySharesWereIssued,,
ClassOfSharesIssuedAsSweatEquityShares,,
DetailsOfSweatEquitySharesIssuedUnderClauseCOfSubRule13OfRule8OfCompaniesShareCapitalAndDebenturesRules2014TextBlock,,
ReasonsForIssueOfSweatEquityShares,,
PrincipalTermsAndConditionsForIssueOfSweaEquitySharesIncludingPricingFormula,,
TotalNumberOfSharesArisingAsResultOfIssueOfSweatEquityShares,,
PercentageOfSweatEquitySharesOfTotalPostIssuedAndPaidUpShareCapital,,
ConsiderationIncludingConsiderationOtherThanCashReceivedOrBenefitAccruedToCompanyFromIssueOfSweatEquityShares,,
DilutedEarningsPerSharePursuantToIssuanceOfSweatEquityShares,,
DisclosureOfVotingRightsNotExercisedDirectlyByEmployeesTextBlock,,
NamesOfEmployeesNotExercisedVotingRightsDirectlyTextBlock,,
ReasonsForNotVotingDirectlyTextBlock,,
NameOfPersonExercisingVotingRightsDirectlyTextBlock,,
NumberOfSharesHeldByEmployeesExercisingVotingRightsDirectly,,
PercentageOfExercisedSharesHeldByEmployeesToTotalPaidUpShareCapitalOfCompany,,
